-19.33,-0.89,8.89,-10.33,-14.22,-1.11,8.33,-16.33,-15.61,-0.89,7.67,-14.11,-20.78,-5.78,6.11,-10.83,-24.11,-0.78,8.83,-13.67,-15.17,-4,6.28,-10.61,-20.28,-2.83,8.56,-15.5,-19.28,-4.11
-13.83,4.44,13.78,2.06,-7.44,3.33,14.11,-4.33,-2.5,7.06,12.39,-6.11,-8.72,1.28,15.83,-2.22,-6.78,5.11,14.33,-2.39,-3.89,2.78,11.78,-2.94,-7.89,4.28,13.22,-0.61,-9.44,3.39
-3.72,9.89,18,0.39,-2.83,9.33,17.28,-2.94,-1.89,9.89,16.17,-1.72,-5,4.33,17.89,-1.06,-2.39,8.72,20.33,-0.5,-0.89,7.06,14.89,-1.89,-6.33,7.17,16.94,2.33,-5.56,8.61
-1.17,-0.11,6.33,-3.22,-3.22,3,5.94,-7.11,-7.33,0.39,7.83,-4.17,-4.39,1,5.61,-3.78,-5.67,2.11,7,-2.33,-3.56,1,8.56,-3.22,-3.44,0.33,6.78,-3.5,-3.89,-1.5
-14.72,2.44,12.83,1.39,-8.5,1.11,12.28,-4.39,-3.83,5.44,11.39,-6.44,-10.22,0.39,14.72,-2.89,-7.94,4.06,11.89,-3.89,-4.22,1.44,10.39,-3.83,-7.22,3.17,12.17,-1.39,-10.39,2.33
-1.22,12.11,18.28,8.83,0.33,10.28,19.56,3.83,4.83,13,17.44,3.11,-2,8.33,21.11,4,2.56,11.06,19.22,4.11,4.56,9.72,18,1.06,2.22,8.94,17,3.39,0.22,9.5
-13.89,0.72,11.22,-8.83,-11.67,1.06,9.78,-14.33,-13.11,0.67,9.11,-11.28,-17.83,-4.06,9.78,-9.11,-19.33,0.5,10.67,-9.61,-11.56,-2.17,7.78,-8.5,-16.5,-1.06,10.22,-10.11,-14.33,-2.61
-5.94,9.06,15.17,5.39,-3.94,8.17,16.33,-0.39,2.72,10.67,14.33,-1.11,-5.06,4.89,18.67,1.39,-0.61,8.28,17.28,0.22,1.33,6.28,15.61,-1.67,-2,6.28,14.94,0.61,-3.72,6.94
0.72,12.78,19.39,3.78,1.11,11.94,19.28,3.83,3.67,12.33,18.11,2.17,-1.17,9,19.33,3,1.94,11,21.06,2.78,2.94,11.11,17,1.28,0,10.67,18.28,6.61,-0.39,12.78
-5.39,0.83,10.61,-8.5,-8.28,2,8.5,-8.22,-8.28,0.67,8.61,-7.33,-6.39,1.67,10.17,-7.83,-8.11,2.44,9.33,-6.56,-7.22,1.11,8.89,-9,-8.11,0.67,9.72,-5.94,-8.44,0.06
-21.56,-2,9.94,-2.17,-11.17,-3.56,8.72,-9.06,-10.06,1.28,9.61,-12.33,-13.89,-2.72,10.33,-10,-15.06,-0.39,7.22,-9.56,-10.72,-1.89,7.06,-6.94,-12.44,-0.06,9.44,-6.78,-17.89,-0.78
-7.78,6.56,15.06,4.61,-4.89,5.61,16.61,-1.44,-0.11,9.44,13.83,-2.44,-6.28,4.44,18.22,-0.61,-2.61,7.94,15.83,-0.28,-0.39,5.22,13.94,-1.83,-2.22,5.72,14.17,0.22,-4.94,5.78
-1.33,1.22,6.94,-2.67,-2.17,4.33,7.11,-6.56,-7.39,1.78,8.72,-4.11,-3.89,2.06,7,-2.39,-7.44,2.72,8.72,-1.56,-2.61,1.44,9.5,-2.11,-3.83,1.22,7.94,-4.5,-3.67,-0.44
-11,4.72,13.39,2.61,-8.11,3.94,13.56,-2.67,-1,7.28,12,-4.56,-8.44,2,16.17,-1.94,-4.33,5.72,13.56,-2.22,-2,3.06,11.89,-3.33,-4.61,3.61,12.5,-1.22,-7.89,3.44
-19.28,0.33,12.28,-3.11,-13,0.33,11.72,-10.22,-10.83,1.83,10.33,-12.33,-14.72,-5.44,10.67,-7.39,-15.78,0,11.67,-9,-13.11,-1.28,8.44,-8.61,-17.5,1.17,9.44,-8.56,-18.5,-1.06
-9.5,-2.17,6.39,-11.61,-10.72,-1,5.28,-14.67,-14.39,-2.22,4.83,-10.61,-13.5,-3.22,4.94,-11.67,-14.28,-1.44,5.89,-10.39,-13,-4.61,3.89,-10.61,-14,-4.17,5.39,-9.06,-13.22,-5
