year,months,state,colony_n,colony_max,colony_lost,colony_lost_pct,colony_added,colony_reno,colony_reno_pct,Varroa.mites,Other.pests.parasites,Disesases,Pesticides,Other,Unknown,MaximumTemperature,MinimumTemperature,PalmerDroughtSeverityIndexPDSI,Precipitation,AverageTemperature
2015,Q2,arkansas,13500.0,13500.0,1900.0,14,11500,5500.0,41,65.9,63.4,7.0,22.6,27.4,9.3,31.0,11.17,1.83666666666667,6.76666666666667,21.09
2015,Q2,california,1040000.0,1050000.0,104000.0,10,170000,285000.0,27,50.9,21.5,7.8,23.0,14.2,3.1,31.72,6.11,-5.25666666666667,0.74,17.76
2015,Q2,colorado,12000.0,25000.0,1900.0,8,6000,3500.0,14,38.6,1.8,4.6,2.8,3.4,6.6,26.22,-0.5,1.43333333333333,3.03,11.76
2015,Q2,connecticut,3000.0,3000.0,80.0,3,1100,150.0,5,10.2,0.4,1.9,0.8,1.0,0.7,24.17,2.11,-2.19,3.43333333333333,14.63
2015,Q2,florida,210000.0,215000.0,35000.0,16,44000,24000.0,11,44.2,26.4,2.7,17.7,13.6,5.4,33.17,18.56,-1.34333333333333,4.24,25.61
2015,Q2,georgia,114000.0,124000.0,23000.0,19,25000,19000.0,15,52.8,17.5,2.9,28.7,11.5,4.1,32.44,13.56,-0.7,4.20666666666667,22.69
2015,Q2,hawaii,13500.0,13500.0,120.0,1,1100,1200.0,9,60.1,61.0,0.3,0.1,3.2,0.1,,,,,
2015,Q2,idaho,62000.0,72000.0,6500.0,9,16500,10500.0,15,25.5,6.7,6.5,6.0,13.7,0.3,26.67,-1.44,-2.65,1.63,11.63
2015,Q2,illinois,9500.0,9500.0,1300.0,14,6000,1500.0,16,10.3,3.7,0.2,2.5,2.3,2.4,27.22,5.72,2.0,6.08,17.57
2015,Q2,indiana,8000.0,12500.0,1300.0,10,4900,4300.0,34,15.4,1.8,7.0,0.5,4.4,2.0,26.83,5.06,2.30333333333333,5.94666666666667,17.2
2015,Q2,iowa,12500.0,24000.0,1400.0,6,6500,3100.0,13,21.5,5.1,2.9,7.8,2.7,1.9,26.28,3.72,2.05,4.93666666666667,15.65
2015,Q2,kansas,6000.0,7000.0,670.0,10,2800,420.0,6,14.4,2.4,0.9,0.1,3.5,4.9,31.0,6.17,0.796666666666667,4.79333333333333,18.13
2015,Q2,kentucky,7500.0,8500.0,980.0,12,3600,1500.0,18,21.7,18.2,5.3,1.8,9.5,2.9,29.22,7.33,2.27333333333333,5.47333333333333,19.06
2015,Q2,louisiana,44000.0,45000.0,1800.0,4,6500,8000.0,18,36.4,3.7,0.2,1.1,5.0,0.5,32.0,16.06,1.40333333333333,7.28333333333333,23.91
2015,Q2,maine,4600.0,30000.0,3200.0,11,3500,700.0,2,72.1,34.5,0.1,34.5,0.5,0.1,20.39,-2.67,-0.58,3.89,10.19
2015,Q2,maryland,8000.0,11000.0,370.0,3,2600,710.0,7,4.9,1.3,0.2,2.5,1.6,1.5,27.83,5.83,0.353333333333333,5.16,18.26
2015,Q2,massachusetts,4100.0,14000.0,320.0,2,940,510.0,4,66.8,61.7,0.2,61.8,4.4,3.1,24.06,1.5,-1.35333333333333,3.36,13.87
2015,Q2,michigan,58000.0,88000.0,9500.0,11,13500,5500.0,6,26.9,13.0,0.6,9.1,16.4,3.1,23.22,-0.11,-0.836666666666667,3.55333333333333,12.39
2015,Q2,minnesota,71000.0,125000.0,12500.0,10,20000,21000.0,17,25.4,6.2,1.4,16.5,10.1,9.3,24.5,-0.11,-0.143333333333333,3.49666666666667,12.5
2015,Q2,mississippi,89000.0,89000.0,11000.0,12,5500,10000.0,11,10.1,6.0,0.3,0.1,2.3,1.7,31.83,13.89,0.363333333333333,5.44,22.69
2015,Q2,missouri,11500.0,12500.0,500.0,4,1900,1800.0,14,5.1,6.2,3.1,1.6,1.0,7.4,28.56,7.89,1.42333333333333,6.06333333333333,18.67
2015,Q2,montana,36000.0,210000.0,4200.0,2,14000,33000.0,16,9.0,0.9,0.8,5.3,1.6,0.0,25.67,-1.56,-1.23666666666667,1.76,11.15
2015,Q2,nebraska,29000.0,68000.0,4100.0,6,15500,4600.0,7,6.5,6.9,0.0,1.4,2.1,1.5,27.5,2.83,1.77333333333333,4.42,14.91
2015,Q2,new jersey,8500.0,19000.0,1800.0,10,2100,2900.0,15,52.5,3.6,0.3,26.1,1.0,2.4,26.56,4.5,-0.18,4.0,17.02
2015,Q2,new mexico,6500.0,8500.0,1000.0,12,1500,330.0,4,38.8,0.0,15.5,5.9,0.4,2.7,30.5,2.61,1.05666666666667,1.61666666666667,16.0
2015,Q2,new york,24000.0,34000.0,1100.0,3,11000,1500.0,4,19.1,12.5,4.5,4.4,3.3,1.1,23.44,0.06,-0.54,4.48666666666667,13.2
2015,Q2,north carolina,19500.0,23000.0,1800.0,8,5500,3300.0,14,51.0,14.3,0.3,3.5,5.8,3.0,31.06,9.28,-0.513333333333333,4.05666666666667,20.35
2015,Q2,north dakota,121000.0,450000.0,29000.0,6,39000,61000.0,14,15.5,3.0,0.1,4.3,4.6,0.3,25.0,-0.89,0.44,2.74,12.19
2015,Q2,ohio,17500.0,19000.0,2100.0,11,10000,6000.0,32,15.8,4.1,3.0,11.9,11.2,29.0,26.22,4.44,1.64333333333333,5.31666666666667,16.72
2015,Q2,oklahoma,25000.0,27000.0,2200.0,8,5500,2200.0,8,66.1,6.3,0.0,0.1,7.0,1.9,31.78,9.89,2.54666666666667,8.03333333333333,20.35
2015,Q2,oregon,82000.0,95000.0,5500.0,6,14500,9500.0,10,39.3,20.9,13.2,16.0,5.8,0.4,27.06,-0.11,-2.85,1.38,12.56
2015,Q2,other states,8600.0,11200.0,1940.0,17,4140,1960.0,18,36.3,9.1,0.0,0.0,0.1,0.0,,,,,
2015,Q2,pennsylvania,15500.0,19000.0,1600.0,8,8500,2600.0,14,11.4,5.8,2.6,1.6,6.7,2.1,25.0,2.44,-0.183333333333333,4.93,15.35
2015,Q2,south carolina,17500.0,18500.0,950.0,5,1100,2000.0,11,29.9,5.4,0.5,1.4,3.7,0.7,33.22,12.11,-0.84,3.40666666666667,22.39
2015,Q2,south dakota,100000.0,290000.0,21000.0,7,27000,23000.0,8,9.8,11.1,1.8,2.0,1.4,1.5,26.33,0.72,2.40666666666667,3.54666666666667,13.54
2015,Q2,tennessee,7500.0,7500.0,730.0,10,3600,920.0,12,47.8,26.3,1.8,9.8,2.6,3.0,30.22,9.06,1.44,4.8,20.0
2015,Q2,texas,305000.0,315000.0,33000.0,11,76000,94000.0,30,19.3,22.9,2.5,6.6,7.4,3.0,32.17,12.78,4.02666666666667,5.57666666666667,22.5
2015,Q2,utah,24000.0,27000.0,3400.0,13,10000,3900.0,14,27.2,10.8,1.5,12.3,5.6,1.2,29.44,0.83,-2.87,1.71666666666667,13.87
2015,Q2,vermont,6000.0,6000.0,100.0,2,580,50.0,1,3.7,1.9,0.1,0.0,1.3,0.1,22.61,-2.0,-0.453333333333333,4.8,11.48
2015,Q2,virginia,7500.0,7500.0,270.0,4,2100,430.0,6,26.2,13.0,1.8,0.2,3.0,4.5,28.72,6.56,0.23,4.53666666666667,18.65
2015,Q2,washington,105000.0,127000.0,5000.0,4,15000,13000.0,10,48.7,0.2,2.2,2.0,3.2,0.5,26.22,1.22,-2.04333333333333,1.26666666666667,13.19
2015,Q2,west virginia,4700.0,4700.0,570.0,12,2900,590.0,13,15.6,8.3,0.6,2.7,4.6,4.4,27.06,4.72,1.22666666666667,5.04333333333333,17.09
2015,Q2,wisconsin,25000.0,65000.0,4600.0,7,10000,5500.0,9,35.3,5.6,1.0,8.2,15.2,2.3,23.89,0.33,1.28333333333333,4.01,12.85
2015,Q2,wyoming,12000.0,25000.0,3200.0,13,7500,5000.0,20,19.1,17.9,0.8,3.6,8.3,2.4,25.22,-2.17,0.56,2.72666666666667,10.24
2015,Q3,alabama,8500.0,9000.0,1400.0,16,160,260.0,3,63.1,70.6,0.0,2.6,2.2,17.7,33.28,17.56,-1.18333333333333,4.12,25.74
2015,Q3,arizona,40000.0,40000.0,6000.0,15,4300,15500.0,39,53.5,24.8,5.4,17.3,7.6,5.1,34.56,16.44,0.293333333333333,1.79333333333333,25.59
2015,Q3,arkansas,23000.0,30000.0,9000.0,30,500,210.0,1,69.2,32.4,0.9,5.0,1.8,1.4,33.11,17.11,1.78666666666667,3.13666666666667,25.7
2015,Q3,california,730000.0,800000.0,76000.0,10,40000,93000.0,12,39.9,20.4,12.5,19.6,15.0,4.7,32.78,14.44,-4.69333333333333,0.356666666666667,23.63
2015,Q3,colorado,29000.0,30000.0,4500.0,15,1400,1400.0,5,50.5,1.5,2.7,16.5,3.7,2.7,27.67,8.44,2.56333333333333,1.6,18.54
2015,Q3,connecticut,3700.0,3700.0,50.0,1,190,440.0,12,39.3,1.2,0.4,1.5,7.8,0.0,28.39,13.22,-2.43,2.85666666666667,21.48
2015,Q3,florida,164000.0,220000.0,36000.0,16,37000,29000.0,13,39.5,21.7,6.7,22.9,21.9,3.4,33.44,22.0,-1.68666666666667,7.64666666666667,27.63
2015,Q3,georgia,108000.0,110000.0,13000.0,12,19500,15500.0,14,47.6,16.2,3.6,21.2,8.9,3.6,33.44,18.17,-0.453333333333333,4.72666666666667,25.7
2015,Q3,hawaii,14500.0,14500.0,2700.0,19,1200,5500.0,38,78.1,80.5,0.1,0.1,2.5,0.0,,,,,
2015,Q3,idaho,80000.0,128000.0,14000.0,11,5500,11500.0,9,46.8,5.2,1.7,10.0,2.2,6.4,27.44,5.83,-2.61333333333333,1.14666666666667,17.06
2015,Q3,illinois,14000.0,14000.0,1400.0,10,1300,1100.0,8,7.7,3.0,0.6,0.4,3.4,1.0,28.67,14.89,3.54,3.88333333333333,22.31
2015,Q3,indiana,15000.0,15000.0,1600.0,11,1400,420.0,3,13.7,10.3,4.8,8.2,1.0,6.2,28.17,13.67,3.64666666666667,3.73,21.54
2015,Q3,iowa,29000.0,37000.0,3000.0,8,640,680.0,2,17.4,5.8,0.1,4.7,5.6,3.4,27.78,14.17,3.59,4.99333333333333,20.98
2015,Q3,kansas,9000.0,9500.0,1000.0,11,100,160.0,2,22.5,16.2,0.2,14.1,14.8,1.7,32.67,16.28,1.95333333333333,3.15333333333333,24.5
2015,Q3,kentucky,10000.0,10000.0,1300.0,13,170,550.0,6,40.4,11.3,1.2,6.5,9.0,2.0,30.0,14.56,3.48333333333333,5.15,22.87
2015,Q3,louisiana,50000.0,55000.0,2000.0,4,2300,1800.0,3,25.9,2.3,0.0,1.6,3.0,0.2,34.39,19.83,-1.51,2.80666666666667,27.65
2015,Q3,maine,6000.0,6000.0,450.0,8,410,140.0,2,9.9,3.4,13.2,0.0,2.6,7.8,25.28,9.94,1.02,4.11,18.11
2015,Q3,maryland,7000.0,7500.0,680.0,9,730,70.0,1,26.9,19.1,2.9,22.8,7.1,2.0,29.56,15.94,-0.35,3.46666666666667,23.07
2015,Q3,massachusetts,7500.0,7500.0,560.0,8,290,400.0,5,16.3,2.9,0.4,2.1,2.5,0.3,27.83,12.22,-1.27333333333333,3.43,20.8
2015,Q3,michigan,89000.0,89000.0,7000.0,8,3300,3800.0,4,44.6,16.3,7.3,13.7,1.8,8.8,26.5,12.06,-0.466666666666667,2.90333333333333,19.15
2015,Q3,minnesota,133000.0,136000.0,32000.0,24,640,2300.0,2,33.3,14.6,7.4,27.4,7.0,7.2,26.94,11.5,1.32,3.55666666666667,19.11
2015,Q3,mississippi,23000.0,34000.0,3500.0,10,260,110.0,0,45.5,2.2,0.0,1.1,3.8,1.4,33.83,17.89,-0.693333333333333,3.04,26.52
2015,Q3,missouri,14000.0,14000.0,1200.0,9,700,630.0,5,11.1,11.7,3.0,2.0,2.1,1.4,30.33,15.72,3.51,4.69,23.41
2015,Q3,montana,140000.0,156000.0,10500.0,7,3200,10000.0,6,52.5,16.4,10.7,2.3,6.4,5.3,27.61,5.89,-2.0,1.39333333333333,17.3
2015,Q3,nebraska,67000.0,77000.0,6000.0,8,500,6000.0,8,33.2,10.3,10.9,13.2,4.6,4.3,30.06,12.94,3.33666666666667,2.9,21.65
2015,Q3,new jersey,18500.0,18500.0,210.0,1,190,500.0,3,7.2,1.0,0.1,0.0,1.1,0.7,29.89,15.44,-0.75,3.18,23.0
2015,Q3,new mexico,6500.0,6500.0,1600.0,25,1300,650.0,10,61.2,55.0,55.0,58.0,55.5,0.7,31.17,12.39,1.73666666666667,2.28333333333333,22.13
2015,Q3,new york,44000.0,47000.0,6500.0,14,4400,7000.0,15,40.0,14.3,5.7,17.1,8.8,1.5,26.11,11.94,-0.0533333333333333,3.80666666666667,19.37
2015,Q3,north carolina,24000.0,24000.0,2900.0,12,2500,1100.0,5,33.9,27.9,0.7,7.5,5.7,8.5,31.33,16.89,-0.95,4.56333333333333,24.11
2015,Q3,north dakota,460000.0,500000.0,93000.0,19,11000,22000.0,4,33.8,15.5,8.1,12.3,4.1,3.7,27.94,8.89,0.153333333333333,1.93666666666667,19.24
2015,Q3,ohio,23000.0,23000.0,1900.0,8,2300,880.0,4,30.7,8.0,0.6,23.4,1.6,1.7,27.67,13.78,0.763333333333333,3.43666666666667,21.13
2015,Q3,oklahoma,19500.0,22000.0,230.0,1,160,190.0,1,1.6,2.3,0.1,0.1,0.6,0.4,33.83,18.0,3.95333333333333,3.31666666666667,26.3
2015,Q3,oregon,68000.0,100000.0,8500.0,9,8000,21000.0,21,56.0,20.8,5.2,3.1,4.8,3.8,28.11,6.33,-3.62333333333333,0.656666666666667,17.87
2015,Q3,other states,12180.0,12280.0,900.0,7,1050,700.0,6,8.8,0.2,0.0,0.4,0.7,0.2,,,,,
2015,Q3,pennsylvania,25000.0,25000.0,1800.0,7,1800,2400.0,10,45.1,11.3,3.7,5.1,7.2,0.8,27.39,12.83,0.296666666666667,3.74,20.35
2015,Q3,south carolina,12000.0,12000.0,2000.0,17,880,580.0,5,58.4,31.0,18.3,14.7,3.9,3.0,34.11,18.28,-2.15666666666667,4.51,25.93
2015,Q3,south dakota,295000.0,295000.0,53000.0,18,2100,13000.0,4,22.0,7.3,2.0,7.1,1.9,5.7,29.5,11.22,4.17,2.57,20.7
2015,Q3,tennessee,10000.0,10000.0,1200.0,12,500,350.0,4,50.8,38.4,0.5,4.8,2.2,1.0,30.89,15.17,2.13666666666667,4.58,23.59
2015,Q3,texas,76000.0,136000.0,16500.0,12,5500,4800.0,4,30.7,26.0,1.3,19.4,4.7,5.2,35.61,19.39,4.05666666666667,1.57,27.72
2015,Q3,utah,31000.0,36000.0,8000.0,22,1400,2200.0,6,40.1,25.0,41.6,33.6,3.6,0.1,29.56,10.61,-2.28666666666667,1.20333333333333,20.48
2015,Q3,vermont,6000.0,6500.0,40.0,1,30,20.0,0,22.7,0.5,0.0,0.0,0.4,0.0,25.44,9.94,-0.333333333333333,3.92,18.37
2015,Q3,virginia,8000.0,8000.0,680.0,9,520,220.0,3,29.0,14.2,1.3,3.7,3.5,8.9,29.28,15.06,1.09,4.47666666666667,22.56
2015,Q3,washington,84000.0,97000.0,11500.0,12,1800,20000.0,21,45.6,3.7,2.3,1.4,3.8,0.3,27.89,6.94,-3.7,1.08333333333333,17.67
2015,Q3,west virginia,7000.0,7000.0,300.0,4,300,270.0,4,21.7,5.3,1.0,1.5,3.0,1.1,27.78,13.39,0.403333333333333,4.40666666666667,20.94
2015,Q3,wisconsin,60000.0,62000.0,9000.0,15,1300,4300.0,7,47.3,20.1,8.3,20.9,12.6,13.5,26.5,12.28,1.26666666666667,3.92333333333333,19.11
2015,Q3,wyoming,29000.0,35000.0,2500.0,7,270,440.0,1,28.5,11.0,6.4,3.4,2.0,0.4,26.67,6.39,0.38,1.02666666666667,16.96
2015,Q4,alabama,8000.0,8000.0,610.0,8,80,60.0,1,3.1,6.4,0.2,0.2,2.8,1.9,24.78,8.33,0.59,7.2,15.76
2015,Q4,arizona,36000.0,39000.0,12000.0,31,3000,16000.0,41,50.1,1.7,1.1,3.5,0.5,15.5,25.0,-2.17,0.136666666666667,1.08,10.69
2015,Q4,arkansas,23000.0,27000.0,2400.0,9,1900,0.0,0,38.1,9.7,0.1,8.2,8.5,0.6,24.39,4.0,2.16333333333333,7.63666666666667,13.28
2015,Q4,california,750000.0,1260000.0,149000.0,12,39000,75000.0,6,37.3,12.7,6.2,11.7,10.5,7.3,25.28,0.44,-4.11666666666667,2.48666666666667,10.91
2015,Q4,colorado,24000.0,24000.0,2500.0,10,3400,0.0,0,47.6,24.4,21.2,19.7,8.4,1.8,18.11,-9.89,2.03666666666667,1.66,2.93
2015,Q4,connecticut,3200.0,3200.0,210.0,7,40,70.0,2,10.5,1.7,0.5,1.1,3.4,2.0,17.06,1.94,-3.20666666666667,3.22666666666667,8.33
2015,Q4,florida,220000.0,260000.0,37000.0,14,30000,28000.0,11,27.3,18.4,2.5,6.8,3.0,4.2,28.78,16.0,-1.97,3.04333333333333,22.26
2015,Q4,georgia,110000.0,121000.0,18000.0,15,4400,1900.0,2,43.5,13.9,5.3,4.5,3.7,1.3,24.17,9.33,1.09666666666667,6.0,16.2
2015,Q4,hawaii,13000.0,13000.0,690.0,5,2700,760.0,6,31.0,33.9,0.2,0.0,0.0,0.0,,,,,
2015,Q4,idaho,121000.0,145000.0,22000.0,15,5500,5500.0,4,38.9,0.6,4.3,4.0,2.8,4.5,17.0,-8.28,-2.30666666666667,2.92,1.65
2015,Q4,illinois,14000.0,14000.0,690.0,5,0,30.0,0,9.4,2.5,0.3,0.9,1.0,3.1,19.72,1.06,3.39333333333333,4.54333333333333,8.83
2015,Q4,indiana,11500.0,11500.0,1100.0,10,140,0.0,0,15.1,0.5,6.3,0.1,0.6,3.7,19.39,1.78,2.66333333333333,3.81,9.02
2015,Q4,iowa,35000.0,35000.0,4300.0,12,40,30.0,0,53.4,0.9,0.6,6.4,24.8,1.4,18.0,-3.0,4.59666666666667,3.51666666666667,5.93
2015,Q4,kansas,8500.0,8500.0,3400.0,40,50,20.0,0,44.5,24.8,0.2,25.1,33.9,19.0,22.28,-2.72,1.74666666666667,2.41666666666667,8.76
2015,Q4,kentucky,8500.0,8500.0,1100.0,13,20,10.0,0,22.2,14.8,0.4,9.8,7.2,1.7,20.78,4.06,3.52666666666667,4.95666666666667,11.37
2015,Q4,louisiana,55000.0,71000.0,4900.0,7,1100,2400.0,3,10.9,1.0,0.0,0.6,2.4,0.2,27.44,9.56,1.53666666666667,7.43333333333333,17.69
2015,Q4,maine,4700.0,4700.0,60.0,1,530,20.0,0,18.0,0.2,0.0,0.0,0.1,0.4,11.78,-3.94,1.17,4.15666666666667,2.85
2015,Q4,maryland,7500.0,9500.0,730.0,8,0,0.0,0,5.6,2.0,0.1,0.0,0.2,4.3,18.94,4.44,-0.3,3.63333333333333,10.87
2015,Q4,massachusetts,4500.0,4500.0,260.0,6,30,30.0,1,31.4,1.6,6.2,1.9,2.6,1.1,16.0,1.11,-1.49666666666667,3.72,7.52
2015,Q4,michigan,67000.0,73000.0,9000.0,12,210,1600.0,2,30.2,4.1,0.0,4.1,3.2,3.7,14.61,-1.28,-0.476666666666667,3.08333333333333,5.52
